Current Designation,Department Affiliation,Years of Service,Specialization Areas,Academic Qualifications,Patent Count,Publication Records (Journals),Publication Records (Conferences),Research Project Involvement,Citation Metrics,Core Courses Count (CS),Electives Count (CS),Lab Courses Count (CS),Student Count per Course (CS),Interdisciplinary Courses (Non-CS),Foundation Courses (Non-CS),Student Count per Course (Non-CS),Subject Knowledge (1-10),Teaching Methodology (1-10),Communication Clarity (1-10),Student Engagement (1-10),Doubt Resolution (1-10),Semester-wise Performance Trends (1-10),Implementation of Previous Feedback (1-10),Teaching Innovation Metrics (1-10),Student Success Rates (1-10),Course Completion Effectiveness (1-10),New Designation,Future Designation
2,3,20,0,2,8,13,27,7,7700,5,1,4,116,3,2,77,4,3,2,10,4,2,4,1,5,5,0,4
2,2,11,1,1,3,27,10,1,3725,1,0,1,87,3,3,22,4,1,5,8,6,10,10,8,1,3,1,5
0,0,1,2,2,6,1,33,8,2515,1,0,3,80,0,3,79,2,7,4,9,7,5,4,1,6,1,0,2
2,2,17,4,0,10,30,9,2,2441,1,3,5,101,3,5,32,3,7,2,10,4,8,6,5,2,10,0,0
2,8,14,5,1,8,24,14,7,9447,1,1,3,89,1,5,37,5,3,4,3,2,6,1,8,2,3,1,5
2,4,10,5,1,2,35,36,10,5034,2,3,5,78,3,3,141,8,5,4,9,7,5,2,8,7,4,1,5
0,5,1,1,2,5,32,17,1,4294,5,1,4,50,2,1,138,2,9,9,7,7,2,7,1,10,8,0,2
2,6,13,0,3,7,12,6,6,3882,3,1,5,130,0,1,76,2,9,1,9,9,4,10,5,9,5,0,5
1,5,18,1,1,9,14,31,15,2011,3,1,4,128,0,1,91,2,3,9,6,10,4,5,2,3,9,0,0
0,6,29,1,0,9,26,20,15,1405,3,2,3,148,1,5,84,8,5,2,1,7,2,7,4,6,3,0,1
0,3,29,1,0,9,26,20,15,1405,3,2,3,148,1,5,84,8,5,2,1,7,2,7,4,6,3,0,1
2,1,8,4,2,2,16,43,10,3093,4,3,2,135,1,2,74,9,3,1,6,3,8,7,4,10,4,0,3
2,8,6,0,1,0,19,12,15,1260,1,0,2,76,3,0,69,4,2,4,5,3,6,7,9,10,7,0,3
2,2,13,2,1,8,47,33,19,2067,1,1,5,41,2,0,127,4,5,10,10,5,5,7,3,3,2,1,5
2,1,29,2,0,1,46,44,0,4746,1,0,2,32,2,2,37,4,1,7,8,3,7,3,10,1,7,0,1
2,1,22,2,2,7,26,34,5,2937,3,1,3,140,3,3,72,8,10,5,7,10,8,5,7,5,8,0,4
1,6,7,5,3,7,38,19,9,201,5,0,2,95,0,3,21,10,2,10,1,5,5,3,1,4,4,0,3
0,7,7,1,1,7,22,11,19,5383,1,2,1,53,1,3,100,9,1,8,5,8,7,8,8,4,10,0,3
1,9,22,4,0,5,24,31,1,3429,5,2,4,119,2,0,73,9,10,1,4,4,9,3,3,8,10,0,4
0,5,2,0,3,10,35,42,18,7572,2,3,1,81,3,0,79,9,5,3,3,10,10,9,1,2,8,0,2
1,8,17,2,0,0,34,41,5,8923,4,3,1,118,2,2,120,7,5,8,10,4,10,7,10,10,7,0,0
2,6,19,2,2,1,5,44,20,4126,3,3,2,111,1,1,63,5,7,8,1,4,10,6,10,2,3,0,0
0,9,18,4,3,7,16,12,5,1230,1,3,1,33,2,5,118,9,4,10,6,2,7,2,2,3,6,2,0
2,6,1,4,2,6,11,31,9,4671,4,1,1,72,3,3,81,2,6,5,8,7,8,9,7,2,3,0,2
2,9,15,5,2,9,42,49,17,4266,2,2,1,138,2,4,28,4,9,6,6,9,8,7,6,4,10,0,0
1,3,23,4,1,10,6,33,7,563,5,2,1,71,0,5,70,2,5,7,7,8,7,10,9,9,10,0,4
0,3,28,5,2,9,48,50,7,8100,1,0,4,100,3,3,118,9,5,3,8,3,1,5,3,1,1,0,1
1,2,30,2,2,10,44,2,9,8661,5,1,3,37,0,5,116,2,2,10,2,1,1,4,10,2,3,0,1
0,6,10,0,1,6,24,27,2,8674,5,2,4,69,2,5,45,8,10,8,7,10,3,2,3,3,1,1,5
2,5,5,3,2,3,18,40,20,8859,5,2,1,56,2,4,118,9,8,6,7,1,6,10,5,5,1,0,3
0,2,30,2,0,6,15,31,17,6799,5,0,5,107,1,1,93,9,1,5,2,6,4,1,2,5,1,0,1
0,1,7,1,1,7,22,11,19,5383,1,2,1,53,1,3,100,9,1,8,5,8,7,8,8,4,10,0,3
0,4,18,1,1,3,26,9,18,6882,1,2,5,49,2,4,106,3,4,8,10,3,3,10,2,5,1,0,0
0,5,2,2,3,0,23,50,8,6224,3,1,4,75,1,4,131,1,9,2,3,2,7,4,7,7,5,0,2
2,8,22,1,1,5,5,10,3,553,4,0,2,147,3,4,79,3,8,4,6,1,5,4,8,1,9,0,4
0,6,20,2,2,2,47,24,10,6413,2,2,4,34,1,4,81,9,7,2,1,10,6,2,4,10,7,0,4
2,8,7,1,0,8,38,28,4,2567,1,2,2,41,1,4,95,3,10,6,4,4,2,7,2,4,10,0,3
1,6,4,2,0,9,14,43,7,183,1,3,1,129,1,1,82,4,3,10,3,3,2,5,4,1,7,0,2
0,0,11,1,3,6,20,21,7,3979,1,1,2,92,2,5,129,10,5,3,1,10,3,2,1,1,3,0,5
0,0,20,3,2,5,43,15,19,1165,3,2,2,68,1,2,29,3,5,7,5,9,5,8,2,2,1,0,4
1,3,6,2,1,9,3,2,13,7469,5,3,1,143,3,0,30,2,1,2,7,7,7,3,9,5,8,0,3
0,0,6,3,0,4,38,1,19,2764,4,3,2,63,1,3,88,9,10,6,1,7,9,7,5,4,10,0,3
1,0,18,1,1,10,48,44,18,832,4,2,1,70,0,4,106,2,8,6,1,8,4,5,3,5,10,0,0
2,8,29,0,3,1,9,23,4,2647,1,2,1,39,1,0,131,1,4,5,10,1,8,5,2,6,3,2,1
2,0,15,1,3,4,25,36,9,4434,3,3,5,34,1,4,97,10,2,10,9,2,10,3,7,7,6,2,0
0,3,28,3,3,3,32,15,18,1929,2,0,3,144,2,3,141,6,7,10,5,5,2,2,7,2,5,2,1
0,3,4,1,1,1,8,18,0,3045,5,1,4,78,0,4,47,5,6,8,3,8,5,3,7,7,7,0,2
1,6,17,4,2,6,1,4,1,5770,4,1,2,102,1,1,62,1,4,2,6,1,3,9,4,7,5,0,0
1,5,12,4,0,8,2,44,16,701,3,0,1,57,0,0,101,9,5,6,7,8,10,5,4,4,2,0,5
0,4,4,4,3,0,40,16,16,866,5,3,1,29,1,5,46,5,3,3,10,8,9,3,3,5,10,0,2
0,4,30,0,1,6,22,41,10,5956,2,0,2,111,2,1,43,6,2,2,8,9,3,3,2,7,10,0,1
1,6,30,4,0,3,43,14,17,7548,1,3,3,41,3,3,83,5,4,1,8,2,5,5,8,3,3,0,1
0,7,12,5,2,10,41,1,1,9349,2,3,2,93,1,5,142,6,4,6,5,1,7,2,2,2,3,1,5
0,3,29,5,0,7,18,27,13,8871,3,0,4,34,1,0,100,4,9,1,3,9,8,5,8,8,1,0,1
1,0,5,3,2,2,48,6,9,8710,5,2,4,106,3,0,26,4,6,8,4,8,10,8,10,9,1,0,3
1,7,9,4,1,4,24,44,10,7321,3,3,3,118,1,3,80,7,10,6,10,9,5,1,2,10,9,0,3
0,7,12,1,3,0,1,47,3,6301,3,1,3,28,2,2,96,7,7,8,9,8,6,7,10,7,6,0,5
2,0,23,3,2,9,0,20,18,8965,1,0,4,63,1,2,117,3,8,7,4,4,3,4,10,10,1,0,4
2,7,14,1,0,0,16,12,7,6881,2,3,4,93,1,1,136,3,3,1,8,5,5,9,5,2,5,0,5
2,7,2,2,2,5,36,34,11,4131,1,2,2,91,3,1,57,10,9,4,1,8,10,3,6,3,3,0,2
2,3,9,2,1,5,49,46,19,8726,4,1,4,83,1,1,60,10,3,10,6,8,9,6,7,8,6,0,3
1,0,12,4,3,9,1,11,15,1824,3,3,2,139,1,2,29,3,4,5,6,2,3,10,1,1,9,0,5
1,5,10,1,3,5,35,2,12,5566,5,1,1,68,3,0,132,6,1,7,6,10,10,3,10,10,6,0,5
0,4,8,4,0,1,21,6,3,6534,2,3,5,132,3,2,67,4,2,2,4,8,7,1,7,1,6,0,3
1,1,10,2,3,9,0,28,15,1469,5,0,3,109,1,4,40,7,1,8,3,2,2,6,1,3,4,0,5
1,4,18,1,3,9,8,31,19,6647,2,2,5,89,1,3,67,1,2,8,2,4,3,7,6,7,7,2,0
1,9,17,4,1,4,34,6,2,5119,5,0,5,31,2,2,65,5,6,9,5,3,1,9,1,7,3,0,0
1,3,20,0,1,0,6,23,1,4373,4,0,1,74,0,4,83,2,10,7,4,3,7,2,6,4,7,0,4
1,9,9,5,2,0,11,19,14,3415,1,3,4,59,3,0,99,7,5,1,8,8,2,10,9,10,1,0,3
0,2,16,1,3,4,32,42,2,96,2,1,5,92,1,0,35,10,9,1,9,10,8,9,3,9,3,2,0
2,2,7,1,0,8,38,28,4,2567,1,2,2,41,1,4,95,3,10,6,4,4,2,7,2,4,10,0,3
1,7,13,1,1,8,8,39,16,5670,5,1,3,120,3,2,55,7,1,9,7,10,9,6,5,5,9,1,5
2,5,26,1,3,9,33,37,7,9151,2,1,3,106,2,0,45,8,4,8,2,6,1,4,10,8,3,2,1
0,9,11,1,3,6,20,21,7,3979,1,1,2,92,2,5,129,10,5,3,1,10,3,2,1,1,3,0,5
2,3,7,1,1,6,42,47,3,8955,2,1,5,30,3,1,123,7,1,6,8,5,1,10,4,8,10,0,3
0,7,20,1,2,7,49,16,10,8403,2,3,4,146,0,0,141,1,4,2,6,1,7,10,8,9,9,0,4
0,5,22,5,0,0,18,7,2,4739,3,3,3,136,3,4,110,8,7,5,6,10,7,9,10,10,1,0,4
1,2,3,0,2,7,17,40,0,3997,3,3,3,33,3,1,95,3,6,4,5,6,7,1,10,10,6,0,2
1,3,18,1,1,9,14,31,15,2011,3,1,4,128,0,1,91,2,3,9,6,10,4,5,2,3,9,0,0
0,5,7,0,1,6,38,26,4,382,3,2,1,70,0,1,52,2,5,6,5,9,5,1,7,5,4,0,3
2,3,15,1,3,4,25,36,9,4434,3,3,5,34,1,4,97,10,2,10,9,2,10,3,7,7,6,2,0
0,7,4,4,3,0,40,16,16,866,5,3,1,29,1,5,46,5,3,3,10,8,9,3,3,5,10,0,2
1,1,10,2,3,9,0,28,15,1469,5,0,3,109,1,4,40,7,1,8,3,2,2,6,1,3,4,0,5
2,3,25,3,3,5,13,46,5,6241,1,3,2,143,3,0,129,2,1,4,9,8,8,9,1,6,2,2,1
1,4,3,0,2,7,3,0,1,6860,5,2,2,55,1,4,57,1,8,8,10,9,6,8,1,10,9,0,2
2,1,8,0,0,0,22,7,7,3453,2,3,4,46,0,4,66,6,8,8,7,2,6,1,10,8,9,0,3
0,9,23,1,0,7,8,13,2,6011,2,2,1,80,0,2,56,8,8,3,1,5,6,4,5,9,5,0,4
0,4,22,5,0,0,18,7,2,4739,3,3,3,136,3,4,110,8,7,5,6,10,7,9,10,10,1,0,4
0,6,28,0,2,8,41,28,11,5129,2,1,5,98,0,2,121,6,5,5,8,5,5,3,1,10,5,0,1
1,7,10,2,3,9,0,28,15,1469,5,0,3,109,1,4,40,7,1,8,3,2,2,6,1,3,4,0,5
0,4,8,3,2,9,17,31,15,7518,1,1,5,26,0,1,51,6,4,1,7,4,4,3,1,8,1,0,3
2,2,11,0,1,6,33,50,12,8910,4,0,4,66,2,3,95,2,9,7,1,7,8,5,1,9,6,1,5
1,5,6,2,1,8,21,1,6,3064,3,1,2,54,0,1,58,1,8,9,4,6,4,7,2,8,1,0,3
0,5,27,4,1,1,4,39,6,9567,5,0,3,69,1,0,91,2,4,7,3,9,1,8,7,4,1,0,1
1,7,3,5,2,6,48,33,9,7240,4,3,3,31,1,2,93,5,1,10,5,10,8,2,8,3,10,0,2
0,6,27,5,0,1,3,12,11,4302,4,1,3,50,2,1,22,8,1,6,10,6,8,2,3,1,8,0,1
1,5,6,1,3,8,27,47,15,2067,5,3,2,39,3,3,139,8,10,4,1,9,3,2,9,7,10,0,3
1,7,6,2,1,8,21,1,6,3064,3,1,2,54,0,1,58,1,8,9,4,6,4,7,2,8,1,0,3
1,2,18,1,1,9,14,31,15,2011,3,1,4,128,0,1,91,2,3,9,6,10,4,5,2,3,9,0,0
2,8,30,0,0,4,39,33,7,9686,2,3,2,88,2,0,42,10,5,8,4,4,3,8,10,2,1,0,1
1,8,20,2,1,4,7,3,14,5190,4,3,4,86,2,1,97,7,7,10,2,5,4,2,3,2,4,0,4
0,0,11,3,3,5,22,30,11,1195,2,2,5,29,3,4,144,2,10,8,4,6,1,9,7,7,6,0,5
0,1,17,2,2,6,36,23,19,6468,2,2,1,122,3,2,135,10,1,5,6,4,1,9,9,3,8,0,0
0,8,20,2,1,10,50,21,17,7488,3,3,4,43,0,0,56,8,5,10,10,2,10,1,8,5,1,0,4
0,1,16,5,2,9,40,44,11,8740,3,2,4,89,2,5,73,7,2,5,8,7,10,10,10,5,10,0,0
0,3,6,4,0,8,36,44,17,760,3,1,5,70,2,2,84,9,6,8,8,5,5,5,1,1,10,0,3
0,3,2,0,3,10,35,42,18,7572,2,3,1,81,3,0,79,9,5,3,3,10,10,9,1,2,8,0,2
2,3,13,2,1,2,41,39,14,409,4,2,3,36,2,2,44,5,1,3,3,5,7,1,7,1,8,1,5
1,6,9,2,2,3,22,20,1,243,1,3,5,27,2,5,121,3,2,2,1,10,8,2,6,10,8,0,3
0,2,11,4,3,5,47,34,4,3848,5,1,3,45,2,3,114,8,10,7,1,10,6,1,3,6,4,0,5
0,8,3,4,0,0,22,48,5,1209,5,0,3,126,0,1,47,9,1,10,7,7,4,10,1,4,6,0,2
0,9,30,5,2,6,44,48,15,9172,2,2,2,110,1,1,68,7,6,4,7,2,8,9,5,6,8,0,1
2,2,9,2,1,1,6,43,18,796,4,3,2,26,2,1,55,7,10,9,7,9,2,7,2,1,2,0,3
2,1,9,4,0,7,47,34,16,790,2,3,4,46,2,3,133,5,10,7,4,7,10,5,10,10,7,0,3
1,7,9,0,0,2,45,2,5,9283,5,3,3,85,0,1,79,2,6,6,7,3,8,6,6,7,2,0,3
1,0,10,1,1,1,50,10,20,8845,1,3,4,68,0,1,131,10,3,2,10,10,9,1,4,4,4,1,5
0,8,16,5,2,9,40,44,11,8740,3,2,4,89,2,5,73,7,2,5,8,7,10,10,10,5,10,0,0
1,9,6,4,1,7,0,39,1,4704,4,3,4,145,0,5,141,8,10,1,5,5,4,2,6,10,3,0,3
1,6,13,1,1,8,8,39,16,5670,5,1,3,120,3,2,55,7,1,9,7,10,9,6,5,5,9,1,5
0,7,17,2,2,6,36,23,19,6468,2,2,1,122,3,2,135,10,1,5,6,4,1,9,9,3,8,0,0
0,4,28,0,2,8,41,28,11,5129,2,1,5,98,0,2,121,6,5,5,8,5,5,3,1,10,5,0,1
2,9,29,1,1,10,21,25,19,6414,5,2,4,116,0,0,42,4,8,8,5,7,10,1,10,4,5,0,1
2,3,7,1,1,6,42,47,3,8955,2,1,5,30,3,1,123,7,1,6,8,5,1,10,4,8,10,0,3
1,0,8,2,3,4,33,42,1,7358,3,3,2,123,3,5,136,3,10,4,9,8,5,10,10,4,7,0,3
0,3,9,3,0,10,42,31,1,6018,5,0,1,59,0,0,75,5,5,6,4,3,2,10,8,5,1,0,3
0,0,11,3,3,5,22,30,11,1195,2,2,5,29,3,4,144,2,10,8,4,6,1,9,7,7,6,0,5
2,6,21,4,3,5,36,10,1,462,5,0,4,62,1,4,64,10,1,9,3,9,4,6,3,3,1,2,4
1,0,18,5,2,8,44,34,2,7070,2,1,1,75,1,0,134,2,3,4,1,4,8,5,6,2,10,0,0
2,8,15,1,3,4,25,36,9,4434,3,3,5,34,1,4,97,10,2,10,9,2,10,3,7,7,6,2,0
0,4,6,1,1,9,43,30,17,7350,3,1,5,59,0,0,31,9,10,5,3,7,9,6,2,9,2,0,3
0,9,20,3,0,4,44,47,12,4225,3,1,5,53,0,3,142,8,4,6,2,2,7,1,10,4,10,0,4
1,8,3,0,2,7,17,40,0,3997,3,3,3,33,3,1,95,3,6,4,5,6,7,1,10,10,6,0,2
1,6,15,3,1,6,25,14,6,9696,5,0,5,34,3,5,66,5,8,7,2,5,3,8,10,10,2,0,0
1,1,27,5,1,0,9,38,7,2709,4,1,4,26,1,5,143,6,3,7,4,9,2,4,9,5,9,0,1
1,1,20,1,3,4,45,36,11,150,4,2,2,62,2,4,30,4,7,1,10,4,6,3,8,8,9,2,4
2,2,26,1,3,6,28,44,17,4571,5,2,1,130,0,4,59,1,3,8,4,9,8,2,2,3,7,2,1
2,1,16,5,0,7,35,23,19,6710,2,1,4,143,0,2,122,6,3,5,1,9,1,7,10,6,4,0,0
1,4,9,4,2,0,4,36,2,3988,2,2,5,56,0,4,88,3,3,6,7,1,4,4,9,3,1,0,3
2,5,13,3,1,4,28,16,10,1823,4,2,4,29,2,3,128,9,10,3,9,5,9,1,3,1,3,1,5
1,5,26,3,3,8,44,46,10,3264,2,3,2,107,2,2,89,9,6,2,9,1,4,9,2,2,9,2,1
2,3,23,3,2,9,0,20,18,8965,1,0,4,63,1,2,117,3,8,7,4,4,3,4,10,10,1,0,4
1,2,25,2,2,5,6,45,13,8593,1,3,4,134,0,3,21,3,1,10,4,7,7,9,4,8,1,0,1
0,1,11,0,0,6,39,33,12,6617,5,2,5,24,0,1,72,3,5,4,10,4,9,6,3,5,7,0,5
0,1,4,4,0,1,50,0,1,1828,4,3,1,58,3,3,128,4,8,7,9,7,3,10,7,5,5,0,2
2,3,21,4,3,1,16,16,3,9915,1,2,4,83,2,3,106,4,2,7,3,2,3,3,8,8,10,2,4
0,7,3,5,2,4,13,2,8,5208,5,3,5,60,0,3,131,2,3,1,6,4,3,10,6,4,1,0,2
1,3,24,4,2,7,10,31,10,4009,1,3,3,121,1,2,125,1,1,8,5,2,4,5,8,1,9,0,4
2,6,8,2,2,1,48,47,19,1643,1,2,4,83,3,4,20,8,4,6,2,9,7,8,5,5,6,0,3
0,6,23,1,0,7,8,13,2,6011,2,2,1,80,0,2,56,8,8,3,1,5,6,4,5,9,5,0,4
0,0,8,3,2,9,17,31,15,7518,1,1,5,26,0,1,51,6,4,1,7,4,4,3,1,8,1,0,3
2,7,26,1,3,9,33,37,7,9151,2,1,3,106,2,0,45,8,4,8,2,6,1,4,10,8,3,2,1
1,9,28,4,2,10,32,38,6,7159,3,2,4,65,0,5,65,9,9,3,6,10,7,9,1,1,4,0,1
2,7,3,5,1,0,22,33,13,2597,3,2,2,75,2,0,20,10,2,9,10,5,1,6,4,3,1,0,2
1,9,18,1,1,9,14,31,15,2011,3,1,4,128,0,1,91,2,3,9,6,10,4,5,2,3,9,0,0
0,6,12,0,3,10,24,50,8,846,3,3,1,148,1,3,62,1,7,4,7,10,5,1,8,2,1,0,5
2,1,21,5,1,9,24,28,14,192,4,3,2,133,3,3,115,7,8,6,6,1,7,1,4,9,2,0,4
1,5,25,1,3,10,50,12,6,8366,5,1,2,136,3,4,41,3,8,6,4,10,9,2,1,10,8,2,1
0,4,19,3,2,10,49,28,2,3817,1,3,4,65,0,4,82,4,7,5,2,10,7,7,1,1,9,0,0
1,6,2,4,1,9,13,39,13,2778,5,2,3,78,3,2,51,5,1,1,7,9,7,7,3,5,8,0,2
2,2,24,5,0,5,0,44,7,8459,2,2,4,117,2,1,135,10,6,7,9,10,9,8,5,4,3,0,4
0,0,16,0,3,4,32,15,10,8643,4,0,3,138,1,0,67,8,4,6,6,6,5,1,6,7,8,2,0
0,2,27,5,2,0,38,37,6,524,2,3,3,115,0,0,128,4,1,8,8,7,7,10,4,9,8,0,1
1,1,4,4,2,9,22,35,20,9589,3,3,3,58,2,3,55,1,9,7,7,8,7,4,4,1,6,0,2
0,1,19,4,1,0,26,31,6,7439,1,2,3,48,2,4,117,1,7,1,6,3,10,3,6,5,10,0,0
0,6,11,1,0,2,43,6,0,6924,3,1,5,80,0,0,108,5,7,6,10,4,6,8,7,7,9,0,5
0,0,1,1,2,5,32,17,1,4294,5,1,4,50,2,1,138,2,9,9,7,7,2,7,1,10,8,0,2
0,1,15,5,2,9,17,10,1,387,1,3,1,65,0,5,42,1,7,3,9,2,9,6,7,5,9,0,0
0,3,11,4,0,6,21,6,10,5073,5,3,2,126,0,4,54,5,2,1,1,8,8,6,4,8,9,0,5
0,4,17,2,2,6,36,23,19,6468,2,2,1,122,3,2,135,10,1,5,6,4,1,9,9,3,8,0,0
2,5,7,5,1,3,14,24,5,8798,3,1,4,114,2,2,131,7,10,9,3,2,5,8,9,9,4,0,3
2,6,26,5,1,6,8,35,15,4241,4,3,1,56,3,4,99,1,5,4,10,8,3,4,10,10,4,0,1
2,7,1,3,2,9,38,20,14,5978,1,1,3,67,3,5,20,3,7,4,3,7,3,9,1,4,4,0,2
0,3,21,3,1,4,10,48,8,1974,1,1,1,84,1,2,27,1,10,9,9,10,9,1,7,8,8,0,4
2,6,8,5,0,1,18,45,4,7721,5,0,5,56,1,4,59,1,7,4,3,8,9,3,5,6,6,0,3
2,2,22,2,2,7,26,34,5,2937,3,1,3,140,3,3,72,8,10,5,7,10,8,5,7,5,8,0,4
2,6,5,3,2,3,18,40,20,8859,5,2,1,56,2,4,118,9,8,6,7,1,6,10,5,5,1,0,3
0,8,30,5,2,6,44,48,15,9172,2,2,2,110,1,1,68,7,6,4,7,2,8,9,5,6,8,0,1
0,8,25,5,3,6,16,33,12,8635,1,3,5,21,2,4,113,3,1,1,8,9,2,3,2,6,10,2,1
0,5,5,1,1,10,37,0,4,5598,3,3,4,92,0,1,24,6,1,9,1,2,9,2,6,9,6,0,3
2,5,15,3,1,7,38,20,2,6468,3,0,4,148,2,5,72,10,1,10,5,1,1,3,7,7,5,0,0
2,8,15,2,2,5,19,3,0,7249,5,0,2,96,1,0,81,7,7,1,9,8,9,9,8,5,2,0,0
0,2,2,2,2,3,36,47,1,7136,1,1,1,144,1,5,64,2,3,5,1,2,6,10,10,2,2,0,2
0,7,5,0,3,1,47,0,17,698,1,3,2,142,1,3,117,5,6,5,1,4,4,9,7,2,7,0,3
0,0,28,5,2,9,48,50,7,8100,1,0,4,100,3,3,118,9,5,3,8,3,1,5,3,1,1,0,1
1,1,6,2,1,9,3,2,13,7469,5,3,1,143,3,0,30,2,1,2,7,7,7,3,9,5,8,0,3
1,5,30,1,0,4,6,40,5,5335,4,2,1,70,1,1,114,9,2,9,10,8,5,10,3,4,10,0,1
1,9,17,5,2,4,20,40,9,8533,3,3,1,36,0,2,71,8,1,7,1,9,10,9,4,9,1,0,0
2,3,22,5,2,1,50,30,15,7348,4,2,3,125,3,1,120,7,9,10,4,2,6,4,8,5,1,0,4
2,1,26,1,3,6,28,44,17,4571,5,2,1,130,0,4,59,1,3,8,4,9,8,2,2,3,7,2,1
1,2,18,5,3,3,32,43,4,3257,3,1,4,112,1,4,29,8,9,3,2,6,2,6,5,10,4,2,0
1,2,16,1,0,6,34,19,7,2093,3,0,1,57,3,2,25,5,9,2,1,1,6,8,8,2,4,0,0
1,7,12,4,0,8,2,44,16,701,3,0,1,57,0,0,101,9,5,6,7,8,10,5,4,4,2,0,5
0,6,21,2,0,9,18,34,15,6320,2,1,4,26,3,3,147,7,2,5,1,7,2,2,7,8,10,0,4
0,8,15,5,2,9,17,10,1,387,1,3,1,65,0,5,42,1,7,3,9,2,9,6,7,5,9,0,0
0,7,22,4,1,8,0,45,8,626,2,1,2,24,0,0,33,10,4,6,8,2,5,7,4,8,6,0,4
1,5,16,0,2,6,35,49,10,7568,1,1,5,137,3,1,51,6,8,6,1,9,8,9,9,6,7,0,0
0,5,26,3,3,6,35,8,3,5451,3,3,4,73,3,0,100,2,7,5,4,1,5,3,5,6,2,2,1
0,5,13,1,3,3,3,27,9,662,3,1,3,118,2,2,32,3,5,2,1,10,5,6,6,6,3,0,5
2,3,17,4,3,3,33,43,12,6541,3,1,4,48,0,4,66,3,7,4,7,10,4,4,10,2,4,2,0
2,1,3,5,1,0,22,33,13,2597,3,2,2,75,2,0,20,10,2,9,10,5,1,6,4,3,1,0,2
1,0,16,0,2,6,35,49,10,7568,1,1,5,137,3,1,51,6,8,6,1,9,8,9,9,6,7,0,0
1,6,13,1,1,8,8,39,16,5670,5,1,3,120,3,2,55,7,1,9,7,10,9,6,5,5,9,1,5
2,8,15,4,1,3,0,24,8,2363,5,3,4,143,3,4,118,7,7,7,10,1,10,7,9,4,4,0,0
1,3,15,1,1,10,26,3,20,1062,3,1,4,81,2,2,127,4,10,3,10,2,1,2,6,8,5,0,0
2,4,13,3,1,4,28,16,10,1823,4,2,4,29,2,3,128,9,10,3,9,5,9,1,3,1,3,1,5
2,8,29,4,1,7,42,42,6,220,4,0,3,26,3,2,123,1,1,9,5,8,6,4,7,10,4,0,1
2,7,28,2,2,2,46,8,2,4149,3,3,4,108,1,0,95,7,5,4,4,3,6,3,5,5,7,0,1
2,7,9,2,1,5,49,46,19,8726,4,1,4,83,1,1,60,10,3,10,6,8,9,6,7,8,6,0,3
0,9,11,0,0,6,39,33,12,6617,5,2,5,24,0,1,72,3,5,4,10,4,9,6,3,5,7,0,5
1,5,17,1,0,3,31,50,14,6340,1,2,5,140,1,4,49,8,6,8,2,6,3,3,2,3,5,0,0
0,5,16,0,3,4,32,15,10,8643,4,0,3,138,1,0,67,8,4,6,6,6,5,1,6,7,8,2,0
1,6,18,5,2,8,44,34,2,7070,2,1,1,75,1,0,134,2,3,4,1,4,8,5,6,2,10,0,0
0,0,16,1,3,4,32,42,2,96,2,1,5,92,1,0,35,10,9,1,9,10,8,9,3,9,3,2,0
1,6,12,2,3,1,30,31,9,325,5,0,5,78,2,1,27,3,7,5,1,7,8,1,2,7,2,0,5
1,0,16,1,0,6,34,19,7,2093,3,0,1,57,3,2,25,5,9,2,1,1,6,8,8,2,4,0,0
2,7,20,2,1,6,35,24,3,3467,1,3,5,49,0,5,52,5,5,4,10,1,2,9,6,3,4,0,4
2,9,24,2,0,5,23,20,10,6777,3,1,1,87,0,1,67,10,2,1,8,3,8,2,2,7,10,0,4
2,2,28,0,2,5,43,15,11,1379,2,3,3,86,3,1,61,3,4,5,10,3,7,6,8,3,9,0,1
0,5,5,1,3,10,41,29,4,7478,4,0,3,133,0,0,101,4,6,9,10,2,5,6,3,5,5,0,3
1,2,13,2,3,5,4,40,7,9250,3,0,3,89,0,5,135,4,1,9,9,5,1,8,4,4,8,0,5
2,0,7,0,3,3,37,48,1,1666,1,0,5,141,0,3,85,6,6,3,1,10,4,8,6,3,5,0,3
2,3,29,4,1,7,42,42,6,220,4,0,3,26,3,2,123,1,1,9,5,8,6,4,7,10,4,0,1
0,9,19,2,1,2,29,8,10,6915,2,1,3,26,2,1,25,10,10,3,2,7,8,10,4,9,5,0,0
2,4,26,3,2,9,13,49,8,5136,5,0,5,54,3,4,65,9,8,6,2,7,5,3,8,10,10,0,1
0,9,12,3,3,2,5,32,5,1023,4,2,5,137,0,2,33,6,6,1,3,1,5,10,8,2,10,0,5
1,8,25,2,2,5,6,45,13,8593,1,3,4,134,0,3,21,3,1,10,4,7,7,9,4,8,1,0,1
1,7,17,3,0,4,9,22,20,6599,1,1,2,22,3,0,21,7,7,6,2,5,7,7,6,5,1,0,0
0,7,13,1,3,3,3,27,9,662,3,1,3,118,2,2,32,3,5,2,1,10,5,6,6,6,3,0,5
2,7,19,4,2,6,7,6,13,7440,4,0,4,112,2,2,126,9,10,10,9,3,9,8,4,4,7,0,0
2,4,10,2,1,2,5,26,9,8358,3,2,4,92,3,1,99,10,1,1,7,4,5,5,6,5,8,1,5
2,2,25,3,3,5,13,46,5,6241,1,3,2,143,3,0,129,2,1,4,9,8,8,9,1,6,2,2,1
2,5,17,4,2,10,30,18,14,6663,2,0,3,107,2,1,133,4,5,2,6,8,10,1,9,3,2,0,0
